image_path,label
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_32.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_33.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_34.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_35.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_36.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_37.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_38.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_39.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_40.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_41.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_42.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Georges_Seurat\Georges_Seurat_43.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_1.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_2.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_3.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_4.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_5.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_6.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_7.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_8.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_9.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_10.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_11.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_12.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_13.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_14.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_15.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_16.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_17.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_18.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_19.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_20.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_21.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_22.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_23.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_24.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_25.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_26.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_27.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_28.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_29.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_30.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_31.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_32.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_33.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_34.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_35.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_36.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_37.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_38.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_39.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_40.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_41.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_42.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_43.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_44.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_45.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_46.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_47.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_48.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_49.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_50.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_51.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_52.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_53.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_54.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_55.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_56.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_57.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_58.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_59.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_60.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_61.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_62.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_63.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_64.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_65.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_66.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_67.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_68.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_69.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_70.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_71.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_72.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_73.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_74.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_75.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_76.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_77.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_78.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_79.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_80.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Henri_de_Toulouse-Lautrec\Henri_de_Toulouse-Lautrec_81.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_1.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_2.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_3.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_4.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_5.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_6.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_7.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_8.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_9.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_10.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_11.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_12.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_13.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_14.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_15.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_16.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_17.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_18.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_19.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_20.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_21.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_22.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_23.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_24.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_25.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_26.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_27.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_28.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_29.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_30.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_31.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_32.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_33.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_34.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_35.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_36.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_37.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_38.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_39.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_40.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_41.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_42.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_43.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_44.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_45.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_46.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Paul_Cezanne\Paul_Cezanne_47.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_1.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_2.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_3.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_4.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_5.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_6.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_7.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_8.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_9.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_10.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_11.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_12.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_13.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_14.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_15.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_16.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_17.jpg,post-impressionism
D:\StyleRecognition\Style-recognition\ImageDataset\Post-Impressionism\Vincent_van_Gogh\Vincent_van_Gogh_18.jpg,post-impressionism
